label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
A,0.0,0.0,0.0,-0.05652821063995361,-0.02947556972503662,-0.025256808545009335,-0.10585010051727295,-0.1106366515159607,-0.03371953188957377,-0.13680946826934814,-0.1786806583404541,-0.04304643317641421,-0.1526263952255249,-0.23470264673233032,-0.04520912065686389,-0.08601069450378418,-0.18534550070762634,0.001289568910806338,-0.10479295253753662,-0.25047558546066284,-0.035948082502500256,-0.09083366394042969,-0.17938342690467834,-0.050105698104516705,-0.0805368423461914,-0.1453571915626526,-0.052306424524203976,-0.04675137996673584,-0.18840113282203674,-0.0004752167621973058,-0.06398355960845947,-0.2518746256828308,-0.04143461927355929,-0.0559995174407959,-0.16299393773078918,-0.04490662335933848,-0.04716038703918457,-0.1456027328968048,-0.03400557830514117,-0.007004976272583008,-0.1788194179534912,-0.01016993511052533,-0.020471632480621338,-0.21683692932128906,-0.04982121631087466,-0.019112825393676758,-0.1345335841178894,-0.03559724211277171,-0.012614965438842773,-0.12655910849571228,-0.01324949848981305,0.03334617614746094,-0.16582292318344116,-0.022409885819570263,0.019006192684173584,-0.18716642260551453,-0.04029997407974406,0.014525234699249268,-0.13428997993469238,-0.0267713849204938,0.02127659320831299,-0.12761634588241577,-0.010161284055129727
A,0.0,0.0,0.0,-0.056646645069122314,-0.029429912567138672,-0.02518749419755295,-0.105945885181427,-0.11079263687133789,-0.03357513804144219,-0.13673341274261475,-0.17866212129592896,-0.04283053238100365,-0.15276330709457397,-0.23429268598556519,-0.04491611380285576,-0.0860103964805603,-0.18533501029014587,0.0011499685126636905,-0.10480761528015137,-0.25045904517173767,-0.036023596265977176,-0.09081000089645386,-0.1792444884777069,-0.050099978187745364,-0.08059167861938477,-0.1453058123588562,-0.052256526389783176,-0.04675978422164917,-0.18838050961494446,-0.0006307262453901785,-0.0639193058013916,-0.25173988938331604,-0.04156955514258698,-0.055938005447387695,-0.1628352701663971,-0.04500508491105393,-0.04720163345336914,-0.14552390575408936,-0.03409194011396721,-0.006986379623413086,-0.17879685759544373,-0.010313821920817645,-0.020439326763153076,-0.21671271324157715,-0.04983797479576424,-0.01908552646636963,-0.13443726301193237,-0.035559227654403,-0.012628436088562012,-0.12661492824554443,-0.013227879034047874,0.03339564800262451,-0.16583693027496338,-0.022545704582398685,0.01904207468032837,-0.1871039867401123,-0.0402923617155011,0.014599263668060303,-0.1343594789505005,-0.026717241817777904,0.0214158296585083,-0.1278795301914215,-0.010116453246837409
A,0.0,0.0,0.0,-0.05652719736099243,-0.029582083225250244,-0.025054019718481868,-0.10468137264251709,-0.10991165041923523,-0.03389297875673947,-0.1352255940437317,-0.17868942022323608,-0.04360710906894383,-0.15135401487350464,-0.23533383011817932,-0.04635518121631321,-0.08498293161392212,-0.1848360002040863,0.0009764212709342246,-0.10255640745162964,-0.25028812885284424,-0.03661656084568676,-0.08890193700790405,-0.18003788590431213,-0.051215198664976924,-0.0788111686706543,-0.14560064673423767,-0.0537506349674004,-0.04558950662612915,-0.18723443150520325,-0.0010815558080139454,-0.06177777051925659,-0.2512395977973938,-0.041993074893071025,-0.054235100746154785,-0.16313695907592773,-0.04579017761261639,-0.046014249324798584,-0.14558961987495422,-0.03539393547089276,-0.005953550338745117,-0.17777618765830994,-0.011033844045414298,-0.018357157707214355,-0.21671029925346375,-0.05103547575981793,-0.017753541469573975,-0.13467514514923096,-0.03716121691377339,-0.012280642986297607,-0.12602993845939636,-0.015175646013631194,0.03436177968978882,-0.16487041115760803,-0.023481796338273853,0.021049022674560547,-0.18666774034500122,-0.041978203534199565,0.0163612961769104,-0.133274108171463,-0.028769138111783832,0.022324681282043457,-0.12559470534324646,-0.012442966765775054
A,0.0,0.0,0.0,-0.056858837604522705,-0.02927374839782715,-0.024925165763306723,-0.10472095012664795,-0.11007332801818848,-0.03358051455597888,-0.1346636414527893,-0.17881560325622559,-0.04312328523974429,-0.1508171558380127,-0.23532718420028687,-0.045717830723333464,-0.08539628982543945,-0.18464156985282898,0.000925877585359558,-0.10224384069442749,-0.2506943345069885,-0.03664227849822055,-0.08815014362335205,-0.18073806166648865,-0.051402791356849775,-0.07836508750915527,-0.14568185806274414,-0.054053268348980055,-0.04580920934677124,-0.18725088238716125,-0.001202597702103958,-0.0611414909362793,-0.2513422966003418,-0.041863041883516416,-0.05327683687210083,-0.16355109214782715,-0.0458204438446046,-0.045506179332733154,-0.14559483528137207,-0.035606733476925,-0.0059296488761901855,-0.17793285846710205,-0.01119284234027873,-0.017933905124664307,-0.21640124917030334,-0.050853355741310224,-0.0171816349029541,-0.13462567329406738,-0.03707670695166598,-0.012128651142120361,-0.12588360905647278,-0.015288028819668398,0.03458195924758911,-0.16491523385047913,-0.02368830977957259,0.021550118923187256,-0.1866222620010376,-0.04204388237576495,0.017016291618347168,-0.13360103964805603,-0.028783156490135298,0.02281022071838379,-0.12588447332382202,-0.012462983792829618
A,0.0,0.0,0.0,-0.05638664960861206,-0.030700981616973877,-0.024896487329726824,-0.10513591766357422,-0.11190485954284668,-0.03331910419893802,-0.13591909408569336,-0.18035537004470825,-0.0426522118194157,-0.151269793510437,-0.236892968416214,-0.045012894753938326,-0.08591246604919434,-0.18660187721252441,0.0015957788875198275,-0.10303962230682373,-0.25081193447113037,-0.035745728497033724,-0.08821094036102295,-0.18016281723976135,-0.050425331775670656,-0.0783383846282959,-0.14775076508522034,-0.05324033248854221,-0.04652339220046997,-0.18865972757339478,-0.0005479103108996242,-0.062257587909698486,-0.2513923943042755,-0.0415438820762688,-0.05437743663787842,-0.16284191608428955,-0.04557772699428142,-0.04677814245223999,-0.1460215449333191,-0.03542980525327266,-0.006671130657196045,-0.17902600765228271,-0.0105783508313948,-0.01854109764099121,-0.21933448314666748,-0.0508936454696709,-0.01814866065979004,-0.13604629039764404,-0.037038996551757464,-0.013354003429412842,-0.1266525387763977,-0.015022562552815089,0.0338781476020813,-0.16573768854141235,-0.02308634269667209,0.0212211012840271,-0.18816086649894714,-0.04205656025243343,0.01628410816192627,-0.13410571217536926,-0.02902233201695026,0.021595537662506104,-0.12600210309028625,-0.012762733471220145
A,0.0,0.0,0.0,-0.057266831398010254,-0.028352558612823486,-0.025429209572678246,-0.10655742883682251,-0.11128365993499756,-0.0332721042162234,-0.13647031784057617,-0.1811613142490387,-0.04195388953149859,-0.15199381113052368,-0.2378617227077484,-0.04341209108889643,-0.08659207820892334,-0.18677738308906555,0.0026673179870044805,-0.10412085056304932,-0.2514846622943878,-0.0345288905030543,-0.08967649936676025,-0.17974430322647095,-0.04839061002195422,-0.07967805862426758,-0.14741656184196472,-0.05044306243718211,-0.04774487018585205,-0.18909937143325806,0.0006514635221606113,-0.06356525421142578,-0.25267523527145386,-0.04054875100911204,-0.05589258670806885,-0.16256031394004822,-0.04384307364881579,-0.047995805740356445,-0.14678359031677246,-0.03266298572481219,-0.008385956287384033,-0.1796737015247345,-0.009548129392271676,-0.01992863416671753,-0.21880415081977844,-0.050354877365236916,-0.01949244737625122,-0.13488540053367615,-0.03640145237505976,-0.014416933059692383,-0.1276896893978119,-0.013941289735441842,0.03203785419464111,-0.1669391691684723,-0.022302780178790726,0.019692599773406982,-0.1885671317577362,-0.041310997558241525,0.015051960945129395,-0.13416942954063416,-0.028254564729934373,0.02079230546951294,-0.12738913297653198,-0.01182182307303492
A,0.0,0.0,0.0,-0.05729174613952637,-0.02858293056488037,-0.025071076559470384,-0.10665369033813477,-0.11101704835891724,-0.032981523754642694,-0.13656359910964966,-0.18086543679237366,-0.041846269252346247,-0.1516304612159729,-0.2374405860900879,-0.04352743688468763,-0.08614158630371094,-0.187130868434906,0.002588989702417166,-0.10452330112457275,-0.2519378960132599,-0.03471343729142973,-0.09036052227020264,-0.17998695373535156,-0.048497942718313425,-0.08014816045761108,-0.14797145128250122,-0.05044848609213659,-0.04737746715545654,-0.18892234563827515,0.00031857212343311403,-0.06409937143325806,-0.25261175632476807,-0.040706468256757944,-0.05673503875732422,-0.16250813007354736,-0.043653593840645044,-0.04848372936248779,-0.1473027765750885,-0.03231140363459417,-0.008114755153656006,-0.17922180891036987,-0.01011619109158346,-0.020348787307739258,-0.2194010317325592,-0.050908395531223505,-0.020032763481140137,-0.13506948947906494,-0.0365898473883135,-0.014524221420288086,-0.12756574153900146,-0.013878212752388208,0.032220661640167236,-0.166213721036911,-0.023089006053851335,0.019296109676361084,-0.1887315809726715,-0.042117805662201135,0.014547109603881836,-0.13397493958473206,-0.028827955457018106,0.02061772346496582,-0.12672823667526245,-0.012191079998956411
A,0.0,0.0,0.0,-0.0552135705947876,-0.03171110153198242,-0.02380790037972247,-0.10367518663406372,-0.11394423246383667,-0.0325256719992808,-0.13423609733581543,-0.18318819999694824,-0.04227248800856387,-0.14857733249664307,-0.2402704954147339,-0.04496723262531077,-0.08528345823287964,-0.1893731951713562,0.0007299040985913052,-0.10444176197052002,-0.25308364629745483,-0.036829108725612514,-0.0892149806022644,-0.18186703324317932,-0.051530002038305156,-0.07859140634536743,-0.14888620376586914,-0.05425335315925395,-0.04625833034515381,-0.1922374963760376,-0.0017170496325320528,-0.06379038095474243,-0.25413885712623596,-0.04243846086723124,-0.05500882863998413,-0.16627049446105957,-0.04595453513724124,-0.046114981174468994,-0.1490638554096222,-0.0355750195489577,-0.006416916847229004,-0.1826269030570984,-0.0118056343675903,-0.019947946071624756,-0.2208450436592102,-0.051347041855876796,-0.018473148345947266,-0.13834598660469055,-0.03664385003907,-0.012508809566497803,-0.12869420647621155,-0.014298189784710758,0.03384500741958618,-0.16919702291488647,-0.024312271158521526,0.019805312156677246,-0.19169694185256958,-0.042605141531055324,0.015544235706329346,-0.13775506615638733,-0.028854307140534274,0.021762073040008545,-0.1296825408935547,-0.012155142966037147
A,0.0,0.0,0.0,-0.05633699893951416,-0.031025588512420654,-0.02336200733662963,-0.10469526052474976,-0.11337089538574219,-0.031989509584320786,-0.13459843397140503,-0.18179619312286377,-0.04158893075765491,-0.14948111772537231,-0.238988995552063,-0.04433538240374446,-0.08584189414978027,-0.18845081329345703,0.00023400229582648535,-0.10330742597579956,-0.2528119683265686,-0.03678268787444949,-0.08860385417938232,-0.182539701461792,-0.05169522610486865,-0.07837021350860596,-0.14773303270339966,-0.05472510156215549,-0.046496689319610596,-0.1915508210659027,-0.002420556377558114,-0.062236666679382324,-0.2548779547214508,-0.042535776616944077,-0.053568243980407715,-0.16754761338233948,-0.046530047776116135,-0.04529029130935669,-0.1476536989212036,-0.0367490075248611,-0.006517350673675537,-0.18203693628311157,-0.012441505091203453,-0.019586503505706787,-0.220706969499588,-0.05096919682802081,-0.017871320247650146,-0.13922715187072754,-0.03642460552038074,-0.01214456558227539,-0.12806567549705505,-0.014626442799283268,0.03373384475708008,-0.16806980967521667,-0.02481925149442077,0.01946479082107544,-0.19082438945770264,-0.042580174626721146,0.015641331672668457,-0.13754072785377502,-0.028623903514755966,0.02170240879058838,-0.12877526879310608,-0.012017263444079163
A,0.0,0.0,0.0,-0.05698120594024658,-0.032955944538116455,-0.023815269540079953,-0.10598647594451904,-0.1146150529384613,-0.0317961060954417,-0.1364734172821045,-0.18313485383987427,-0.0406835013581599,-0.15087902545928955,-0.2398587167263031,-0.04255891307724369,-0.08513593673706055,-0.18941766023635864,0.002374632325938819,-0.10431593656539917,-0.25258541107177734,-0.034093220676311375,-0.08922773599624634,-0.18158745765686035,-0.04838945433033359,-0.07840156555175781,-0.14892363548278809,-0.051056613172420384,-0.04572957754135132,-0.19161096215248108,8.600556435567341e-05,-0.06329345703125,-0.2540168762207031,-0.040251695509084584,-0.054692983627319336,-0.16687551140785217,-0.04397364049685848,-0.04561728239059448,-0.14769136905670166,-0.03369845911396396,-0.005777299404144287,-0.18125510215759277,-0.009904012042113663,-0.019657015800476074,-0.21950829029083252,-0.04915408879054439,-0.017705857753753662,-0.13830620050430298,-0.035197761799224736,-0.01124352216720581,-0.1283504068851471,-0.01337251249236715,0.034982502460479736,-0.16712039709091187,-0.022260808344015004,0.019707918167114258,-0.18812155723571777,-0.04044811144007099,0.016287028789520264,-0.13507449626922607,-0.027319502974876286,0.023344814777374268,-0.12816128134727478,-0.011167657519706609
